"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"8443","2017-05-11","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 11-05-17","compressive strength of concrete cube","2017-05-11","","0","Job_Completed"
"8442","2017-05-10","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","Verbal","Calibration","2017-05-10","","0","Job_Completed"
"8441","2017-05-10","HAH-01","HAMAD AL HAMAD","NDT/25760/01,02 & 03","PWHT","2017-06-14","","0","Job_Completed"
"8440","2017-05-10","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 10-05-2017","compressive strength of concrete cube","2017-05-10","","0","Job_Completed"
"8439","2017-05-10","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 10-05-2017","compressive strength of concrete cube","2017-05-10","","0","Job_Completed"
"8438","2017-05-10","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 10-05-2017","compressive strength of concrete cube","2017-05-10","","0","Job_Completed"
"8437","2017-05-10","Trans Atlantic","Trans Atlantic /Petrofac","TRNSATL 05-10-17","COMPRESSIVE  STRENGTH OF CUBE","2017-05-10","","0","Job_Completed"
"8436","2017-05-10","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/KCRM/10-05-17","WATER ABSORPTION FOR  CONCRETECUBE TRIAL MIX","2017-05-10","","0","Job_Completed"
"8435","2017-05-10","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 10-05-2017","compressive strength of concrete cube","2017-05-10","","0","Job_Completed"
"8434","2017-05-10","Trans Atlantic","Trans Atlantic /Petrofac","TRNSATL FDT FEB/MARCH 2017","field density test","2017-05-10","","0","Job_Completed"
"8433","2017-05-10","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 10-05-2017","compressive strength of concrete cube","2017-05-10","","0","Job_Completed"
"8432","2017-05-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 09-05-17","PLATE LOAD TEST AT LOCATION","2017-05-01","","0","Job_Completed"
"8431","2017-05-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 09-05-17","WATER ABSORPTION FOR CONCRETE CUBE TRIAL MIX","","","0","Ongoing"
"8430","2017-05-09","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 09-05-17","compressive strength of concrete cube","2017-05-09","","0","Job_Completed"
"8429","2017-05-09","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 09-05-2017","compressive strength of concrete cube","2017-05-09","","0","Job_Completed"
"8428","2017-05-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 09-05-2017","compressive strength of concrete cube","2017-05-09","","0","Job_Completed"
"8427","2017-05-09","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG /KCRM/ 09-05-17","WATER ABSORPTION FOR CUBE","","","0","Pending"
"8426","2017-05-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 09-05-2017","COMPRESSIVE  STRENGTH OF CUBE","2017-05-09","","0","Job_Completed"
"8425","2017-05-09","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 09-05-17","compressive strength of concrete cube","2017-05-09","","0","Job_Completed"
"8424","2017-05-08","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 08-05-2017","compressive strength of concrete cube","2017-05-08","","0","Job_Completed"
"8423","2017-05-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","dated 15-04-2017","salt content test of hardened concrete","2017-05-08","","0","Job_Completed"
"8422","2017-05-08","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 08-05-2017","COMPRESSIVE STRENGTH OF SOLID BLOCKS","2017-05-08","","0","Job_Completed"
"8421","2017-05-08","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 08-05-17","compressive strength of concrete cube","2017-05-08","","0","Job_Completed"
"8420","2017-05-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 08-05-17 TM","compressive strength of concrete cube TRIAL M","2017-05-08","","0","Job_Completed"
"8419","2017-05-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 08-05-17","compressive strength of concrete cube","2017-05-08","","0","Job_Completed"
"8418","2017-05-08","HAH-01","HAMAD AL HAMAD","NDT/26147/01","PWHT","2017-05-08","","0","Job_Completed"
"8417","2017-05-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 08-05-2017","compressive strength of concrete cube","2017-05-08","","0","Job_Completed"
"8416","2017-05-08","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 08-05-17","compressive strength of concrete cube","2017-05-08","","0","Job_Completed"
"8415","2017-05-07","Golden Ewan-01","Golden Eiwan General Trading & Contracting","by e-mail dt 04-05-17","TPI","2017-05-06","","0","Pending"
"8414","2017-05-07","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 07-05-17","compressive strength of concrete cube","2017-05-07","","0","Job_Completed"
"8413","2017-05-07","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 07-05-2017","compressive strength of concrete cube","2017-05-07","","0","Job_Completed"
"8412","2017-05-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 07-05-2017","compressive strength of concrete cube","2017-05-07","","0","Job_Completed"
"8411","2017-05-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 07-05-17","compressive strength of concrete cube","2017-05-07","","0","Job_Completed"
"8410","2017-05-07","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 07-05-2017","compressive strength of concrete cube","2017-05-07","","0","Job_Completed"
"8409","2017-05-06","Mahat-01","Mahatta Trading Co","Verbal","Calibratio of Welding machines","2017-05-06","","0","Job_Completed"
"8408","2017-05-06","KGE-01","KUWAIT GREEN ENERGY","e-mail dt. 06-05-17","PQR Test as per ASME Sec. IX","2017-05-09","","0","Job_Completed"
"8407","2017-05-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","dated 06-04-2016","salt content of hardened concrete","2017-04-30","","0","Job_Completed"
"8406","2017-05-06","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","gc-29 06-05-17","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-05-06","","0","Job_Completed"
"8405","2017-05-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 06-05-2017","compressive strength of concrete cube","2017-05-06","","0","Job_Completed"
"8404","2017-05-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 06-05-2017","compressive strength of concrete cube","2017-05-06","","0","Job_Completed"
"8403","2017-05-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-244 05-05-2017","sieve and salt content of soil","2017-05-04","","0","Job_Completed"
"8402","2017-05-06","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 06-05-2017","compressive strength of concrete cube","2017-05-06","","0","Job_Completed"
"8401","2017-05-06","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 06-05-17","COMPRESSION STRENGTH OF CUBE","2017-05-06","","0","Job_Completed"
"8400","2017-05-04","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 04-05-17","SIEVE ANALYSIS,ATTERBERG LIMIT,PROCTOR DENSIT","","","0","Ongoing"
"8399","2017-05-04","Golden Ewan-01","Golden Eiwan General Trading & Contracting","Verbal","UT","2017-05-04","","0","Pending"
"8398","2017-05-04","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 04-05-2017","compressive strength of concrete cube","2017-05-04","","0","Job_Completed"
"8397","2017-05-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 04-05-17","COMPRESSIVE  STRENGTH OF CUBE","2017-05-04","","0","Job_Completed"
"8396","2017-05-04","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 04-05-2017","compressive strength of concrete cube","04-05-2017","","0","Job_Completed"
"8395","2017-05-04","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 04-05-17","COMPRESSIVE STRENGTH OF SOLID BLOCKS","04-05-2017","","0","Job_Completed"
"8394","2017-05-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 04-05-17","COMPRESSION STRENGTH OF CUBE","2017-05-04","","0","Job_Completed"
"8393","2017-05-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 04-05-17","compressive strength of concrete cube","04-05-2017","","0","Job_Completed"
"8392","2017-05-03","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","VERBAL","REBOUND HAMMER TEST","26-04-2017","","0","Job_Completed"
"8391","2017-05-03","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA SAT 03-05-17","CHEMICAL AND SIEVE ANALYSIS AS PER ATTCHED DO","2017-05-03","","0","Pending"
"8390","2017-05-03","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA SOIL 05-02-17","SIEVE ANALYSIS","2017-05-03","","0","Job_Completed"
"8389","2017-05-03","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 03-05-17","compressive strength of concrete cube","03-05-2017","","0","Job_Completed"
"8388","2017-05-03","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 03-05-17","compressive strength of concrete cube","03-05-2017","","0","Job_Completed"
"8387","2017-05-03","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 03-05-2017","COMPRESSION STRENGTH OF CUBE","2017-05-03","","0","Job_Completed"
"8386","2017-05-03","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 03-05-17","compressive strength of concrete cube","2017-05-03","","0","Job_Completed"
"8385","2017-05-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 03-05-2017","compressive strength of concrete cube","2017-05-03","","0","Job_Completed"
"8384","2017-05-02","Golden Ewan-01","Golden Eiwan General Trading & Contracting","email dt. 24-04-17","Fit up inspection","2017-04-24","","0","Pending"
"8383","2017-05-02","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","CGC PROC 02-05-17","PROCTOR VALUE OF SOIL SAMPLES","","","0","Pending"
"8382","2017-05-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 PROC 02-05-17","PROCTOR VALUE OF SOIL","02-05-2017","","0","Job_Completed"
"8381","2017-05-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 02-05-2017","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8380","2017-05-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 02-05-2017","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8379","2017-05-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 02-05-17","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8378","2017-05-02","KISR","KUWAIT SCIENTIFIC AND RESEARCH","verbel","Tensile test","2017-05-02","","0","Job_Completed"
"8377","2017-05-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 02-05-17","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8376","2017-05-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 02-05-17 KCRM","WATER ABSORPTION FOR CUBE","08-05-2017","","0","Pending"
"8375","2017-05-02","Trans Atlantic","Trans Atlantic /Petrofac","TRNSATC 02-05-17","COMPRESSIVE  STRENGTH OF CUBE","2017-04-22","","0","Job_Completed"
"8374","2017-05-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG KCRM 02-05-17","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8373","2017-05-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 02-05-17","compressive strength of concrete cube","02-05-2017","","0","Job_Completed"
"8372","2017-05-01","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 01-05-17","compressive strength of concrete cube","2017-05-01","","0","Job_Completed"
"8371","2017-05-01","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 01-05-17","compressive strength of concrete cube","2017-05-01","","0","Job_Completed"
"8370","2017-05-01","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 01-05-17","COMPRESSIVE  STRENGTH OF CUBE","2017-05-01","","0","Job_Completed"
"8369","2017-05-01","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO 01-05-17","compressive strength of concrete cube","2017-05-01","","0","Job_Completed"
"8368","2017-04-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 30-04-2017","compressive strength of concrete cube","2017-04-30","","0","Job_Completed"
"8367","2017-04-30","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 30-04-2017","compressive strength of concrete cube","2017-04-30","","0","Job_Completed"
"8366","2017-04-30","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 - 30-04-17","COMPRESSIVE  STRENGTH OF CUBE","2017-04-30","","0","Job_Completed"
"8365","2017-04-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247 (30-04-17)","compressive strength of concrete cube","2017-04-30","","0","Job_Completed"
"8364","2017-04-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 30-04-17","COMPRESSIVE  STRENGTH OF CUBE","2017-04-30","","0","Job_Completed"
"8363","2017-04-29","HAH-01","HAMAD AL HAMAD","Email dt. 25-04-17","UT & PWHT","2017-04-26","","0","Pending"
"8362","2017-04-29","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 26,27,29-04-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-04-29","","0","Job_Completed"
"8361","2017-04-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 29-04-17","compressive strength of concrete cube","29-04-2017","","0","Job_Completed"
"8360","2017-04-29","KGE-01","KUWAIT GREEN ENERGY","verbel","Calibration of welding machine","2017-04-18","","0","Job_Completed"
"8359","2017-04-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 27&29-04-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-04-29","","0","Job_Completed"
"8358","2017-04-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO SIEVE 29-04-17","SIEVE ANALYSIS","2017-04-26","","0","Job_Completed"
"8357","2017-04-29","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","gc-29 27&29-04-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-04-29","","0","Job_Completed"
"8356","2017-04-29","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 29-04-17","COMPRESSIVE  STRENGTH OF CUBE","2017-04-29","","0","Job_Completed"
"8355","2017-04-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 29-04-2017","compressive strength of concrete cube","29-04-2017","","0","Job_Completed"
"8354","2017-04-26","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC29 26-04-17","compressive strength of concrete cube","26-04-2017","","0","Job_Completed"
"8353","2017-04-26","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 26-04-17","compressive strength of concrete cube","26-04-2017","","0","Job_Completed"
"8352","2017-04-26","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 26-04-17","compressive strength of concrete cube","26-04-2017","","0","Job_Completed"
"8351","2017-04-26","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","Verbal","calibration of elcometer 270","2017-04-26","","0","Pending"
"8350","2017-04-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 26-04-2017","compressive strength of concrete cube","26-04-2017","","0","Job_Completed"
"8349","2017-04-25","TECHNO TRADE EST","","Verbal","Calibration of argon regulator","2017-04-25","","0","Pending"
"8348","2017-04-25","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 25-04-17","compressive strength of concrete cube","25-04-2017","","0","Job_Completed"
"8347","2017-04-25","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 25-04-17","compressive strength of concrete cube","25-04-2017","","0","Job_Completed"
"8346","2017-04-25","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 25-04-17","compressive strength of concrete cube","25-04-2017","","0","Job_Completed"
"8345","2017-04-25","CPVN","","Verbal","Testing and Certification of Liquid N2","2017-04-23","","0","Pending"
"8344","2017-04-25","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 25-04-17","COMPRESSIVE STRENGTH OF SOLID BLOCKS","25-04-2017","","0","Job_Completed"
"8343","2017-04-25","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 25-04-17","compressive strength of concrete cube","25-04-2017","","0","Job_Completed"
"8342","2017-04-25","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 25-04-17","compressive strength of concrete cube","25-04-2017","","0","Job_Completed"
"8341","2017-04-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 24-04-17","LIGHT WEIGHT CONCRETE DRY DENSITY TEST","24-04-2017","","0","Job_Completed"
"8340","","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 24-04-17","COMPRESSION STRENGTH OF CUBE","2017-04-24","","0","Job_Completed"
